lon,lat,rental_uris,_bcycle_station_type,region_id,address,name,station_id,is_returning,is_renting,is_installed,num_docks_available,num_bikes_available,last_reported,num_bikes_available_types
-118.28341,34.02404,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4245&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4245&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,3451 University Ave,University & Hoover,bcycle_lametro_4245,1,1,1,5,10,1773087552,"{'electric': 1, 'smart': 0, 'classic': 9}"
-118.27917,34.02371,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4246&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4246&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,699 W 32nd Street,32nd & Figueroa,bcycle_lametro_4246,1,1,1,6,8,1773087552,"{'electric': 0, 'smart': 0, 'classic': 8}"
-118.29131,34.03364,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4247&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4247&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,1369 W 25th Street,25th & Vermont,bcycle_lametro_4247,1,1,1,4,4,1773087552,"{'electric': 1, 'smart': 0, 'classic': 3}"
-118.28867,34.02835,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4248&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4248&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,1276 W 29th St,29th & Ellendale,bcycle_lametro_4248,1,1,1,12,7,1773087552,"{'electric': 0, 'smart': 0, 'classic': 7}"
-118.28118,34.0203,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4249&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4249&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,3499 S Figueroa St,Figueroa & McCarthy Way,bcycle_lametro_4249,1,1,1,2,13,1773087552,"{'electric': 1, 'smart': 0, 'classic': 12}"
-118.28095,34.03017,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4250&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4250&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,804 W Adams Blvd,Severance & Adams,bcycle_lametro_4250,1,1,1,9,5,1773087552,"{'electric': 3, 'smart': 0, 'classic': 2}"
-118.28411,34.02868,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4254&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4254&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,2817 Hoover St,Hoover & 29th,bcycle_lametro_4254,1,1,1,13,2,1773087552,"{'electric': 0, 'smart': 0, 'classic': 2}"
-118.42286,33.97366,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4255&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4255&platform=android'}",Kiosk and Station,bcycle_lametro_region_2,6020 Seabluff Dr,Seabluff & Runway,bcycle_lametro_4255,1,1,1,4,6,1773087552,"{'electric': 0, 'smart': 0, 'classic': 6}"
-118.27769,34.02629,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4266&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4266&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,613 W 28th St,28th & Figueroa,bcycle_lametro_4266,1,1,1,5,10,1773087552,"{'electric': 0, 'smart': 0, 'classic': 10}"
-118.28068,34.02762,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4267&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4267&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,737 W 28th St,28th & University,bcycle_lametro_4267,1,1,1,5,5,1773087552,"{'electric': 1, 'smart': 0, 'classic': 4}"
-118.2841,34.02586,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4273&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4273&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,3175 South Hoover Street,Hoover & 32nd,bcycle_lametro_4273,1,1,1,2,13,1773087552,"{'electric': 0, 'smart': 0, 'classic': 13}"
-118.2859,34.01252,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4275&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4275&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,Southwest Stadium Entrance,Expo Park LAFC,bcycle_lametro_4275,1,1,1,4,10,1773087552,"{'electric': 2, 'smart': 0, 'classic': 8}"
-118.27152,34.06228,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4293&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4293&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,300 S Westlake Ave,Westlake & 3rd,bcycle_lametro_4293,1,1,1,6,4,1773087552,"{'electric': 1, 'smart': 0, 'classic': 3}"
-118.2743,34.04887,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4300&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4300&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,1552 W Olympic Blvd,Union & Olympic,bcycle_lametro_4300,1,1,1,7,7,1773087552,"{'electric': 1, 'smart': 0, 'classic': 6}"
-118.2915,34.09905,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4301&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4301&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,4698-4680 Maubert Ave,Maubert & Vermont,bcycle_lametro_4301,1,1,1,6,4,1773087552,"{'electric': 0, 'smart': 0, 'classic': 4}"
-118.28707,34.09801,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4303&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4303&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,4459 Sunset Blvd,Sunset & Virgil,bcycle_lametro_4303,1,1,1,4,6,1773087552,"{'electric': 0, 'smart': 0, 'classic': 6}"
-118.29009,34.06258,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4304&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4304&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,629 Shatto Pl,Shatto Pl & Wilshire,bcycle_lametro_4304,1,1,1,4,6,1773087552,"{'electric': 0, 'smart': 0, 'classic': 6}"
-118.29218,34.05765,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4306&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4306&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,3038 W 8th St,8th & Vermont,bcycle_lametro_4306,1,1,1,5,10,1773087552,"{'electric': 1, 'smart': 0, 'classic': 9}"
-118.29466,34.05969,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4311&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4311&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,3192 W 7th St,7th & Berendo,bcycle_lametro_4311,1,1,1,9,6,1773087552,"{'electric': 0, 'smart': 0, 'classic': 6}"
-118.29088,34.06699,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4312&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4312&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,3260 W 4th St,4th & Vermont,bcycle_lametro_4312,1,1,1,5,10,1773087552,"{'electric': 1, 'smart': 0, 'classic': 9}"
-118.275,34.05681,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4313&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4313&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,662 S Westlake Ave,Westlake & MacArthur Park Station,bcycle_lametro_4313,1,1,1,2,6,1773087552,"{'electric': 0, 'smart': 0, 'classic': 6}"
-118.27976,34.05771,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4314&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4314&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,2378 W 7th St,7th & Park View,bcycle_lametro_4314,1,1,1,5,10,1773087552,"{'electric': 2, 'smart': 0, 'classic': 8}"
-118.27092,34.05403,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4315&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4315&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,694 South Union Avenue,Union & 7th,bcycle_lametro_4315,1,1,1,6,2,1773087552,"{'electric': 1, 'smart': 0, 'classic': 1}"
-118.24184,34.03352,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4387&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4387&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,777 Alameda St,Row DTLA,bcycle_lametro_4387,1,1,1,9,7,1773087552,"{'electric': 0, 'smart': 0, 'classic': 7}"
-118.29659,34.06927,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4390&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4390&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,S Kenmore Ave & W 3rd St,Kenmore & 3rd,bcycle_lametro_4390,1,1,1,7,5,1773087552,"{'electric': 0, 'smart': 0, 'classic': 5}"
-118.29186,34.07561,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4401&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4401&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,Vermont & Beverly ,Vermont & Beverly,bcycle_lametro_4401,1,1,1,5,5,1773087552,"{'electric': 1, 'smart': 0, 'classic': 4}"
-118.27103,34.04813,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4404&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4404&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,919 Albany St,Albany & Olympic,bcycle_lametro_4404,1,1,1,10,5,1773087552,"{'electric': 0, 'smart': 0, 'classic': 5}"
-118.29368,34.0519,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4405&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4405&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,Berendo & Olympic road,Berendo & Olympic,bcycle_lametro_4405,1,1,1,6,9,1773087552,"{'electric': 1, 'smart': 0, 'classic': 8}"
-118.30061,34.10189,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4406&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4406&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,1689 N Normandie Ave,Normandie & Hollywood,bcycle_lametro_4406,1,1,1,5,9,1773087552,"{'electric': 0, 'smart': 0, 'classic': 9}"
-118.2968,34.06335,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4410&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4410&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,609 S Kenmore Ave,Kenmore & 6th,bcycle_lametro_4410,1,1,1,5,11,1773087552,"{'electric': 1, 'smart': 0, 'classic': 10}"
-118.29194,34.10578,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4436&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4436&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,1900 N Vermont,Vermont & Franklin,bcycle_lametro_4436,1,1,1,3,6,1773087552,"{'electric': 0, 'smart': 0, 'classic': 6}"
-118.28727,34.10536,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4437&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4437&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,4500 Franklin Ave,Franklin & Hillhurst,bcycle_lametro_4437,1,1,1,8,4,1773087552,"{'electric': 0, 'smart': 0, 'classic': 4}"
-118.28625,34.09097,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4439&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4439&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,4477 Santa Monica Blvd,Santa Monica & Virgil,bcycle_lametro_4439,1,1,1,6,7,1773087552,"{'electric': 0, 'smart': 0, 'classic': 7}"
-118.29824,34.06166,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4440&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4440&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,3420 Wilshire Blvd,Wilshire & Alexandria,bcycle_lametro_4440,1,1,1,13,5,1773087552,"{'electric': 0, 'smart': 0, 'classic': 5}"
-118.28181,34.02662,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4441&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4441&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,University Ave,30th & University ,bcycle_lametro_4441,1,1,1,0,7,1773087552,"{'electric': 1, 'smart': 0, 'classic': 6}"
-118.30047,34.098,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4442&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4442&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,1498 N Normandie,Normandie & Sunset,bcycle_lametro_4442,1,1,1,4,8,1773087552,"{'electric': 0, 'smart': 0, 'classic': 8}"
-118.27979,34.02209,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4443&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4443&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,3330 S Figueroa St,Figueroa & Jefferson,bcycle_lametro_4443,1,1,1,5,3,1773087552,"{'electric': 0, 'smart': 0, 'classic': 3}"
-118.30557,34.06162,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4444&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4444&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,3670 Wilshire Blvd,Wilshire & Hobart,bcycle_lametro_4444,1,1,1,3,6,1773087552,"{'electric': 1, 'smart': 0, 'classic': 5}"
-118.25157,34.07364,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4445&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4445&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,1389 S Sunset Blvd,Sunset & Douglas,bcycle_lametro_4445,1,1,1,12,3,1773087552,"{'electric': 0, 'smart': 0, 'classic': 3}"
-118.27842,34.05323,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4446&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4446&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,2059 James M. Wood Blvd,James M. Wood & Alvarado,bcycle_lametro_4446,0,0,1,5,5,1773087552,"{'electric': 2, 'smart': 0, 'classic': 3}"
-118.28199,34.0616,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4447&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4447&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,623 S Rampart Blvd,Rampart & Wilshire,bcycle_lametro_4447,1,1,1,3,11,1773087552,"{'electric': 3, 'smart': 0, 'classic': 8}"
-118.27319,34.03027,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4448&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4448&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,509 W 23rd St,23rd St & Flower,bcycle_lametro_4448,1,1,1,12,5,1773087552,"{'electric': 0, 'smart': 0, 'classic': 5}"
-118.27419,34.04557,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4449&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4449&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,1153 Valencia St,12th & Valencia,bcycle_lametro_4449,1,1,1,5,7,1773087552,"{'electric': 0, 'smart': 0, 'classic': 7}"
-118.28716,34.06349,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4450&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4450&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,3000 W 6th St,Virgil & 6th,bcycle_lametro_4450,0,0,1,0,0,1773087552,"{'electric': 0, 'smart': 0, 'classic': 0}"
-118.29131,34.10363,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4451&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4451&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,4647 Melbourne Ave,Melbourne & Vermont,bcycle_lametro_4451,1,1,1,5,5,1773087552,"{'electric': 0, 'smart': 0, 'classic': 5}"
-118.28746,34.10233,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4452&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4452&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,1717 Hillhurst Ave,Hillhurst & Kingswell,bcycle_lametro_4452,1,1,1,7,3,1773087552,"{'electric': 0, 'smart': 0, 'classic': 3}"
-118.28439,34.0826,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4453&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4453&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,626 Lucile Ave,Lucile & Hoover,bcycle_lametro_4453,1,1,1,6,4,1773087552,"{'electric': 0, 'smart': 0, 'classic': 4}"
-118.29172,34.0179,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4454&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4454&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,3775 S Vermont Ave,Vermont & Exposition,bcycle_lametro_4454,1,1,1,7,7,1773087552,"{'electric': 0, 'smart': 0, 'classic': 7}"
-118.27181,34.10936,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4455&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4455&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,2841 1/2 Hyperion Ave,Rowena & Hyperion,bcycle_lametro_4455,1,1,1,5,10,1773087552,"{'electric': 1, 'smart': 0, 'classic': 9}"
-118.30202,34.05243,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4456&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4456&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,W Olympic Blvd & S Ardmore Ave,Ardmore & Olympic,bcycle_lametro_4456,1,1,1,9,6,1773087552,"{'electric': 1, 'smart': 0, 'classic': 5}"
-118.28986,34.10011,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4457&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4457&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,Hollywood Blvd & Rodney Dr,Hollywood & Rodney,bcycle_lametro_4457,1,1,1,7,1,1773087552,"{'electric': 0, 'smart': 0, 'classic': 1}"
-118.28093,34.0926,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4472&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4472&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,Sunset Blvd & Sanborn Ave,Santa Monica & Sunset,bcycle_lametro_4472,1,1,1,11,6,1773087552,"{'electric': 1, 'smart': 0, 'classic': 5}"
-118.28229,34.07159,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4473&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4473&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,3040 Beverly Blvd,Vendome & Beverly,bcycle_lametro_4473,1,1,1,3,5,1773087552,"{'electric': 2, 'smart': 0, 'classic': 3}"
-118.28716,34.11003,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4474&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4474&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,Ambrose Ave & Hillhurst Ave,Ambrose & Hillhurst,bcycle_lametro_4474,1,1,1,9,1,1773087552,"{'electric': 0, 'smart': 0, 'classic': 1}"
-118.24325,34.04518,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4475&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4475&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,415 San Pedro St,San Pedro & Winston,bcycle_lametro_4475,0,0,1,0,0,1773087552,"{'electric': 0, 'smart': 0, 'classic': 0}"
-118.27272,34.08252,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4476&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4476&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,2847 Sunset Blvd,Sunset & Silver Lake,bcycle_lametro_4476,1,1,1,11,4,1773087552,"{'electric': 0, 'smart': 0, 'classic': 4}"
-118.32546,34.10385,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4477&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4477&platform=android'}",Kiosk and Station,bcycle_lametro_region_9,6247 Yucca St,Yucca & Argyle,bcycle_lametro_4477,1,1,1,11,2,1773087552,"{'electric': 0, 'smart': 0, 'classic': 2}"
-118.28874,34.0315,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4479&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4479&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,2617-2717 Ellendale Pl,Ellendale Pl & Adams,bcycle_lametro_4479,1,1,1,8,4,1773087552,"{'electric': 1, 'smart': 0, 'classic': 3}"
-118.33101,34.09437,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4482&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4482&platform=android'}",Kiosk and Station,bcycle_lametro_region_9,1300-1310 Wilcox Ave,Wilcox & Fountain,bcycle_lametro_4482,1,1,1,10,5,1773087552,"{'electric': 0, 'smart': 0, 'classic': 5}"
-118.25912,34.1007,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4483&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4483&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,2420 Glendale Blv,Glendale & Silver Lake,bcycle_lametro_4483,1,1,1,6,6,1773087552,"{'electric': 0, 'smart': 0, 'classic': 6}"
-118.44692,34.06211,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4487&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4487&platform=android'}",Kiosk and Station,bcycle_lametro_region_2,1017 Broxton Ave,Broxton & Weyburn,bcycle_lametro_4487,1,1,1,1,15,1773087552,"{'electric': 0, 'smart': 0, 'classic': 15}"
-118.25584,34.05355,"{'ios': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4490&platform=iOS', 'android': 'https://www.bcycle.com/applink?system_id=bcycle_lametro&station_id=bcycle_lametro_4490&platform=android'}",Kiosk and Station,bcycle_lametro_region_1,S Figueroa St & W 4th St,Figueroa & 4th,bcycle_lametro_4490,1,1,1,12,3,1773087552,"{'electric': 0, 'smart': 0, 'classic': 3}"
