NAME,median_income,per_capita_income,gini_index,pop_below_poverty,total_population,avg_household_size,no_vehicle_households,total_households,total_workers,transit_commuters,bike_commuters,walk_commuters,wfh_commuters,mean_travel_time,state,county,tract,pct_no_vehicle,pct_transit,pct_bike,pct_walk,pct_wfh,pct_poverty,GEOID
Census Tract 2761.02; Los Angeles County; California,76962,52468.0,0.4052,304,3262,2.02,206,1606,1607,35,0,41,378,1229,06,037,276102,12.8,2.2,0.0,2.6,23.5,9.3,06037276102
Census Tract 2764; Los Angeles County; California,222888,79327.0,0.3865,304,4388,2.99,27,1463,1935,15,0,35,621,1314,06,037,276400,1.8,0.8,0.0,1.8,32.1,6.9,06037276400
Census Tract 2765; Los Angeles County; California,141250,31460.0,0.4525,438,5617,2.84,13,732,2149,25,0,664,369,1780,06,037,276500,1.8,1.2,0.0,30.9,17.2,7.8,06037276500
Census Tract 2766.01; Los Angeles County; California,155833,107685.0,0.5563,275,4136,2.48,17,1666,2191,25,0,37,525,1666,06,037,276601,1.0,1.1,0.0,1.7,24.0,6.6,06037276601
Census Tract 2766.05; Los Angeles County; California,97102,65250.0,0.3426,81,2366,1.85,13,1277,1075,25,0,0,410,665,06,037,276605,1.0,2.3,0.0,0.0,38.1,3.4,06037276605
Census Tract 2766.06; Los Angeles County; California,112571,89233.0,0.4633,167,2987,1.66,5,1801,1942,0,0,0,489,1453,06,037,276606,0.3,0.0,0.0,0.0,25.2,5.6,06037276606
Census Tract 2766.07; Los Angeles County; California,96897,59014.0,0.4176,476,2787,1.94,97,1426,1832,13,0,94,376,1456,06,037,276607,6.8,0.7,0.0,5.1,20.5,17.1,06037276607
Census Tract 2766.08; Los Angeles County; California,111331,71775.0,0.4584,212,2141,1.84,46,1111,1262,0,0,2,183,1079,06,037,276608,4.1,0.0,0.0,0.2,14.5,9.9,06037276608
Census Tract 2770; Los Angeles County; California,146929,71872.0,0.4516,354,5947,2.78,37,2139,2808,14,0,19,565,2243,06,037,277000,1.7,0.5,0.0,0.7,20.1,6.0,06037277000
Census Tract 2771; Los Angeles County; California,139821,62460.0,0.3785,101,3149,2.89,0,1085,1524,31,0,0,526,998,06,037,277100,0.0,2.0,0.0,0.0,34.5,3.2,06037277100
Census Tract 2772; Los Angeles County; California,58170,35836.0,0.4139,283,1845,1.97,77,938,1002,13,0,58,136,866,06,037,277200,8.2,1.3,0.0,5.8,13.6,15.3,06037277200
Census Tract 2774; Los Angeles County; California,-666666666,-666666666.0,-666666666.0,0,0,-666666666.0,0,0,0,0,0,0,0,0,06,037,277400,,,,,,,06037277400
Census Tract 2780.01; Los Angeles County; California,106563,59736.0,0.4707,318,2220,2.11,142,1046,1289,19,0,63,284,1005,06,037,278001,13.6,1.5,0.0,4.9,22.0,14.3,06037278001
Census Tract 2781.02; Los Angeles County; California,161774,109758.0,0.4411,211,3116,2.12,31,1468,1928,18,0,11,651,1277,06,037,278102,2.1,0.9,0.0,0.6,33.8,6.8,06037278102
Census Tract 2911.10; Los Angeles County; California,52629,22286.0,0.4747,960,4530,3.31,301,1361,1649,129,0,0,216,1433,06,037,291110,22.1,7.8,0.0,0.0,13.1,21.2,06037291110
Census Tract 2911.20; Los Angeles County; California,76250,25607.0,0.4034,284,2178,3.45,77,631,1019,42,13,31,41,978,06,037,291120,12.2,4.1,1.3,3.0,4.0,13.0,06037291120
Census Tract 2911.30; Los Angeles County; California,85208,30866.0,0.4088,247,3492,3.52,59,991,1748,8,0,31,89,1659,06,037,291130,6.0,0.5,0.0,1.8,5.1,7.1,06037291130
Census Tract 2912.10; Los Angeles County; California,56976,28649.0,0.4315,660,4752,2.76,123,1689,2492,10,0,131,110,2382,06,037,291210,7.3,0.4,0.0,5.3,4.4,13.9,06037291210
Census Tract 2912.20; Los Angeles County; California,72880,30570.0,0.382,603,3008,2.81,65,1067,1469,6,0,59,39,1430,06,037,291220,6.1,0.4,0.0,4.0,2.7,20.0,06037291220
Census Tract 2913; Los Angeles County; California,105625,44351.0,0.4031,72,3132,2.84,16,1104,1605,101,0,22,102,1503,06,037,291300,1.4,6.3,0.0,1.4,6.4,2.3,06037291300
Census Tract 2920.01; Los Angeles County; California,50402,22772.0,0.4541,1187,4219,3.11,80,1358,1586,66,0,22,111,1475,06,037,292001,5.9,4.2,0.0,1.4,7.0,28.1,06037292001
Census Tract 2920.02; Los Angeles County; California,109833,33022.0,0.3292,270,1993,3.65,0,536,941,0,3,0,124,817,06,037,292002,0.0,0.0,0.3,0.0,13.2,13.5,06037292002
Census Tract 2932.03; Los Angeles County; California,77106,30525.0,0.3416,406,2936,2.83,53,1029,1314,0,0,20,45,1269,06,037,293203,5.2,0.0,0.0,1.5,3.4,13.8,06037293203
Census Tract 2932.04; Los Angeles County; California,107227,30222.0,0.3234,345,3660,3.49,51,1039,1482,19,0,11,77,1405,06,037,293204,4.9,1.3,0.0,0.7,5.2,9.4,06037293204
Census Tract 2932.05; Los Angeles County; California,57277,25660.0,0.3892,462,3487,3.25,117,1065,1793,48,12,35,87,1706,06,037,293205,11.0,2.7,0.7,2.0,4.9,13.2,06037293205
Census Tract 2932.06; Los Angeles County; California,70724,25344.0,0.4399,607,2882,3.6,71,784,1461,0,6,38,116,1345,06,037,293206,9.1,0.0,0.4,2.6,7.9,21.1,06037293206
Census Tract 2933.01; Los Angeles County; California,105833,51468.0,0.47,71,2734,2.81,11,952,1299,5,15,23,101,1198,06,037,293301,1.2,0.4,1.2,1.8,7.8,2.6,06037293301
Census Tract 2933.02; Los Angeles County; California,101028,48507.0,0.4841,679,4637,2.81,42,1617,2014,54,0,0,125,1889,06,037,293302,2.6,2.7,0.0,0.0,6.2,14.6,06037293302
Census Tract 2933.04; Los Angeles County; California,68769,29152.0,0.4322,643,5317,3.35,105,1584,2594,129,0,57,198,2396,06,037,293304,6.6,5.0,0.0,2.2,7.6,12.1,06037293304
Census Tract 2933.06; Los Angeles County; California,114833,49409.0,0.3629,83,2195,2.63,4,836,1015,14,0,9,78,937,06,037,293306,0.5,1.4,0.0,0.9,7.7,3.8,06037293306
Census Tract 2933.07; Los Angeles County; California,60250,29726.0,0.4739,477,2670,2.96,39,903,1395,22,0,9,72,1323,06,037,293307,4.3,1.6,0.0,0.6,5.2,17.9,06037293307
Census Tract 2941.10; Los Angeles County; California,64143,31921.0,0.5393,623,3938,3.69,40,1066,1409,0,15,45,9,1400,06,037,294110,3.8,0.0,1.1,3.2,0.6,15.8,06037294110
Census Tract 2941.20; Los Angeles County; California,73750,18438.0,0.3892,512,2809,4.56,24,616,1232,38,0,0,1,1231,06,037,294120,3.9,3.1,0.0,0.0,0.1,18.2,06037294120
Census Tract 2942; Los Angeles County; California,71442,26072.0,0.3776,905,4668,3.37,124,1384,2040,19,0,0,29,2011,06,037,294200,9.0,0.9,0.0,0.0,1.4,19.4,06037294200
Census Tract 2943.01; Los Angeles County; California,113362,26873.0,0.3381,121,2731,4.24,34,644,1211,15,0,0,63,1148,06,037,294301,5.3,1.2,0.0,0.0,5.2,4.4,06037294301
Census Tract 2943.02; Los Angeles County; California,66553,25205.0,0.421,534,4567,3.67,21,1221,2270,101,19,0,154,2116,06,037,294302,1.7,4.4,0.8,0.0,6.8,11.7,06037294302
Census Tract 2944.10; Los Angeles County; California,69826,27716.0,0.473,1182,5237,3.29,235,1587,1980,34,19,0,175,1805,06,037,294410,14.8,1.7,1.0,0.0,8.8,22.6,06037294410
Census Tract 2944.21; Los Angeles County; California,55881,24623.0,0.3623,489,2763,2.81,58,985,1333,18,0,65,18,1315,06,037,294421,5.9,1.4,0.0,4.9,1.4,17.7,06037294421
Census Tract 2945.10; Los Angeles County; California,59023,19628.0,0.41,882,4095,3.58,81,1145,1650,60,0,84,33,1617,06,037,294510,7.1,3.6,0.0,5.1,2.0,21.5,06037294510
Census Tract 2945.20; Los Angeles County; California,54766,22179.0,0.4509,470,3597,3.93,110,913,1547,65,0,33,81,1466,06,037,294520,12.0,4.2,0.0,2.1,5.2,13.1,06037294520
Census Tract 2946.10; Los Angeles County; California,59896,24023.0,0.4544,633,4021,3.45,201,1163,1655,14,0,44,75,1580,06,037,294610,17.3,0.8,0.0,2.7,4.5,15.7,06037294610
Census Tract 2946.20; Los Angeles County; California,67039,23048.0,0.3644,478,4229,4.04,18,1046,1835,30,0,29,47,1788,06,037,294620,1.7,1.6,0.0,1.6,2.6,11.3,06037294620
Census Tract 2947.01; Los Angeles County; California,34318,19084.0,0.5251,876,2789,2.83,260,960,1167,70,9,23,26,1141,06,037,294701,27.1,6.0,0.8,2.0,2.2,31.4,06037294701
Census Tract 2948.10; Los Angeles County; California,49143,16012.0,0.4014,935,3929,3.81,80,1030,1540,41,10,17,124,1416,06,037,294810,7.8,2.7,0.6,1.1,8.1,23.8,06037294810
Census Tract 2948.20; Los Angeles County; California,35217,14545.0,0.4328,1482,3289,3.49,180,942,1144,66,30,47,75,1069,06,037,294820,19.1,5.8,2.6,4.1,6.6,45.1,06037294820
Census Tract 2948.30; Los Angeles County; California,63295,18397.0,0.3754,771,4167,3.99,121,1045,1721,102,0,42,62,1659,06,037,294830,11.6,5.9,0.0,2.4,3.6,18.5,06037294830
Census Tract 2949; Los Angeles County; California,35385,19755.0,0.5422,1280,3824,3.79,128,1008,1379,89,0,19,27,1352,06,037,294900,12.7,6.5,0.0,1.4,2.0,33.5,06037294900
Census Tract 2951.03; Los Angeles County; California,127726,59716.0,0.378,176,5369,2.57,168,2085,2459,11,0,52,436,2023,06,037,295103,8.1,0.4,0.0,2.1,17.7,3.3,06037295103
Census Tract 2962.10; Los Angeles County; California,54792,17758.0,0.4099,758,3616,3.21,98,1122,1545,57,0,47,19,1526,06,037,296210,8.7,3.7,0.0,3.0,1.2,21.0,06037296210
Census Tract 2962.20; Los Angeles County; California,42407,31318.0,0.5004,1000,4154,2.34,399,1768,1732,77,0,27,168,1564,06,037,296220,22.6,4.4,0.0,1.6,9.7,24.1,06037296220
Census Tract 2963; Los Angeles County; California,94800,46190.0,0.4482,252,4882,2.58,133,1890,2333,0,0,40,275,2058,06,037,296300,7.0,0.0,0.0,1.7,11.8,5.2,06037296300
Census Tract 2964.01; Los Angeles County; California,113981,60794.0,0.4645,224,3075,2.36,85,1274,1304,8,0,0,186,1118,06,037,296401,6.7,0.6,0.0,0.0,14.3,7.3,06037296401
Census Tract 2964.02; Los Angeles County; California,141406,53642.0,0.3335,53,3346,2.84,17,1175,1708,9,0,13,226,1482,06,037,296402,1.4,0.5,0.0,0.8,13.2,1.6,06037296402
Census Tract 2965; Los Angeles County; California,65167,29125.0,0.4494,475,3687,3.03,102,1212,1803,23,0,10,107,1696,06,037,296500,8.4,1.3,0.0,0.6,5.9,12.9,06037296500
Census Tract 2966; Los Angeles County; California,47813,35949.0,0.5822,805,5284,2.44,376,2141,2456,275,0,69,262,2194,06,037,296600,17.6,11.2,0.0,2.8,10.7,15.2,06037296600
Census Tract 2969.01; Los Angeles County; California,58030,25467.0,0.4283,1143,4492,2.9,129,1549,2114,15,0,85,212,1902,06,037,296901,8.3,0.7,0.0,4.0,10.0,25.4,06037296901
Census Tract 2969.02; Los Angeles County; California,61394,32454.0,0.4734,716,4552,2.76,164,1600,2350,298,24,35,45,2305,06,037,296902,10.2,12.7,1.0,1.5,1.9,15.7,06037296902
Census Tract 2970.01; Los Angeles County; California,193125,70431.0,0.3591,166,1659,2.72,0,611,909,39,0,0,85,824,06,037,297001,0.0,4.3,0.0,0.0,9.4,10.0,06037297001
Census Tract 2970.02; Los Angeles County; California,113288,52708.0,0.4003,390,4376,2.55,19,1717,2227,55,0,32,276,1951,06,037,297002,1.1,2.5,0.0,1.4,12.4,8.9,06037297002
Census Tract 2971.10; Los Angeles County; California,50141,22542.0,0.4203,1462,4809,2.5,305,1597,1939,96,0,101,116,1823,06,037,297110,19.1,5.0,0.0,5.2,6.0,30.4,06037297110
Census Tract 2971.20; Los Angeles County; California,59398,33326.0,0.4824,671,3264,2.82,126,1099,1511,63,17,13,62,1449,06,037,297120,11.5,4.2,1.1,0.9,4.1,20.6,06037297120
Census Tract 2972.01; Los Angeles County; California,57276,25230.0,0.3746,614,4078,2.71,114,1428,1901,139,0,44,137,1764,06,037,297201,8.0,7.3,0.0,2.3,7.2,15.1,06037297201
Census Tract 2972.02; Los Angeles County; California,87817,42658.0,0.4283,457,4128,2.57,169,1598,2119,11,0,0,240,1879,06,037,297202,10.6,0.5,0.0,0.0,11.3,11.1,06037297202
Census Tract 2973; Los Angeles County; California,113403,61893.0,0.4698,63,2152,2.72,9,778,891,16,0,0,75,816,06,037,297300,1.2,1.8,0.0,0.0,8.4,2.9,06037297300
Census Tract 2974; Los Angeles County; California,94426,74621.0,0.5019,355,3248,1.94,89,1627,1332,0,0,0,280,1052,06,037,297400,5.5,0.0,0.0,0.0,21.0,10.9,06037297400
Census Tract 2975.01; Los Angeles County; California,156845,73555.0,0.4413,118,2714,2.64,68,1027,1578,0,0,0,153,1425,06,037,297501,6.6,0.0,0.0,0.0,9.7,4.3,06037297501
Census Tract 2975.02; Los Angeles County; California,95167,44800.0,0.3967,54,2724,2.64,99,1030,1390,26,0,0,83,1307,06,037,297502,9.6,1.9,0.0,0.0,6.0,2.0,06037297502
Census Tract 2976.01; Los Angeles County; California,88798,47162.0,0.4267,68,3443,2.62,16,1301,1749,30,0,5,408,1341,06,037,297601,1.2,1.7,0.0,0.3,23.3,2.0,06037297601
Census Tract 2976.02; Los Angeles County; California,87976,52379.0,0.4458,574,3388,2.04,149,1654,1696,19,0,41,261,1435,06,037,297602,9.0,1.1,0.0,2.4,15.4,16.9,06037297602
Census Tract 3001; Los Angeles County; California,158713,64831.0,0.3995,300,6862,3.16,98,2171,2905,0,0,36,485,2420,06,037,300100,4.5,0.0,0.0,1.2,16.7,4.4,06037300100
Census Tract 3002; Los Angeles County; California,127614,54580.0,0.4229,164,5382,2.9,151,1855,2501,15,0,22,422,2079,06,037,300200,8.1,0.6,0.0,0.9,16.9,3.0,06037300200
Census Tract 3003.01; Los Angeles County; California,130000,56270.0,0.3982,259,6399,3.22,83,1982,3179,14,0,32,635,2544,06,037,300301,4.2,0.4,0.0,1.0,20.0,4.0,06037300301
Census Tract 3004; Los Angeles County; California,111042,45058.0,0.4075,241,5732,3.13,11,1831,2453,0,0,0,378,2075,06,037,300400,0.6,0.0,0.0,0.0,15.4,4.2,06037300400
Census Tract 3005.01; Los Angeles County; California,101813,48523.0,0.4195,110,2785,2.77,55,1007,1481,13,0,39,152,1329,06,037,300501,5.5,0.9,0.0,2.6,10.3,3.9,06037300501
Census Tract 3005.03; Los Angeles County; California,56005,43209.0,0.4757,648,5063,2.27,54,2226,2380,0,0,39,371,2009,06,037,300503,2.4,0.0,0.0,1.6,15.6,12.8,06037300503
Census Tract 3006.01; Los Angeles County; California,96793,41554.0,0.4392,615,6010,2.81,149,2114,3267,99,0,67,901,2366,06,037,300601,7.0,3.0,0.0,2.1,27.6,10.2,06037300601
Census Tract 3006.02; Los Angeles County; California,108720,53878.0,0.4208,209,3326,2.5,106,1277,1386,0,0,27,251,1135,06,037,300602,8.3,0.0,0.0,1.9,18.1,6.3,06037300602
Census Tract 3007.01; Los Angeles County; California,142696,72826.0,0.4508,514,4988,2.46,93,2028,2403,0,0,10,811,1592,06,037,300701,4.6,0.0,0.0,0.4,33.7,10.3,06037300701
Census Tract 3007.02; Los Angeles County; California,138846,55645.0,0.4161,612,5882,2.86,131,2056,2282,48,0,0,377,1905,06,037,300702,6.4,2.1,0.0,0.0,16.5,10.4,06037300702
Census Tract 3008; Los Angeles County; California,92438,51083.0,0.4485,386,7172,2.65,49,2671,3261,60,0,35,417,2844,06,037,300800,1.8,1.8,0.0,1.1,12.8,5.4,06037300800
Census Tract 3009.01; Los Angeles County; California,156605,74079.0,0.4077,115,5285,2.6,56,2031,2665,0,22,0,375,2290,06,037,300901,2.8,0.0,0.8,0.0,14.1,2.2,06037300901
Census Tract 3009.02; Los Angeles County; California,174545,76804.0,0.4107,68,2046,2.76,29,740,894,0,0,0,109,785,06,037,300902,3.9,0.0,0.0,0.0,12.2,3.3,06037300902
Census Tract 3010; Los Angeles County; California,118389,64624.0,0.4967,538,5552,2.7,110,2031,2873,19,0,150,517,2356,06,037,301000,5.4,0.7,0.0,5.2,18.0,9.7,06037301000
Census Tract 3011; Los Angeles County; California,82058,59804.0,0.5541,495,7140,2.54,228,2802,3447,33,0,8,478,2969,06,037,301100,8.1,1.0,0.0,0.2,13.9,6.9,06037301100
Census Tract 3012.03; Los Angeles County; California,81979,63637.0,0.5651,523,4042,2.31,205,1747,1878,9,7,39,318,1560,06,037,301203,11.7,0.5,0.4,2.1,16.9,12.9,06037301203
Census Tract 3012.04; Los Angeles County; California,69066,43943.0,0.4698,712,5018,2.25,266,2179,2746,147,0,52,518,2228,06,037,301204,12.2,5.4,0.0,1.9,18.9,14.2,06037301204
Census Tract 3012.05; Los Angeles County; California,119375,54061.0,0.4786,112,2102,3.06,50,685,986,30,6,28,201,785,06,037,301205,7.3,3.0,0.6,2.8,20.4,5.3,06037301205
Census Tract 3012.06; Los Angeles County; California,76065,35554.0,0.4474,731,5361,2.91,251,1833,2513,36,0,81,385,2128,06,037,301206,13.7,1.4,0.0,3.2,15.3,13.6,06037301206
Census Tract 3013; Los Angeles County; California,182708,84671.0,0.4721,119,1971,2.9,8,679,845,0,0,0,285,560,06,037,301300,1.2,0.0,0.0,0.0,33.7,6.0,06037301300
Census Tract 3014; Los Angeles County; California,141607,66337.0,0.4605,148,3803,3.0,26,1267,1862,6,0,42,321,1541,06,037,301400,2.1,0.3,0.0,2.3,17.2,3.9,06037301400
Census Tract 3015.01; Los Angeles County; California,111484,45483.0,0.4203,23,1752,3.31,5,529,834,0,0,9,227,607,06,037,301501,0.9,0.0,0.0,1.1,27.2,1.3,06037301501
Census Tract 3015.02; Los Angeles County; California,57395,27177.0,0.4287,1477,7242,3.05,281,2372,2902,46,0,224,401,2501,06,037,301502,11.8,1.6,0.0,7.7,13.8,20.4,06037301502
Census Tract 3016.01; Los Angeles County; California,38732,32164.0,0.5047,801,5396,2.36,677,2267,2429,10,0,99,289,2140,06,037,301601,29.9,0.4,0.0,4.1,11.9,14.8,06037301601
Census Tract 3016.02; Los Angeles County; California,67847,38649.0,0.4737,414,3897,2.46,82,1548,1927,24,47,13,439,1488,06,037,301602,5.3,1.2,2.4,0.7,22.8,10.6,06037301602
Census Tract 3017.01; Los Angeles County; California,84625,46429.0,0.5199,447,2780,2.76,108,1007,1359,38,0,8,180,1179,06,037,301701,10.7,2.8,0.0,0.6,13.2,16.1,06037301701
Census Tract 3017.02; Los Angeles County; California,69384,35160.0,0.4983,938,6160,2.83,119,2135,2873,0,0,126,272,2601,06,037,301702,5.6,0.0,0.0,4.4,9.5,15.2,06037301702
Census Tract 3018.01; Los Angeles County; California,69932,42165.0,0.4566,1123,5428,2.16,264,2511,2853,95,0,136,555,2298,06,037,301801,10.5,3.3,0.0,4.8,19.5,20.7,06037301801
Census Tract 3018.02; Los Angeles County; California,78551,49870.0,0.4982,907,5487,2.32,139,2363,2919,106,0,216,534,2385,06,037,301802,5.9,3.6,0.0,7.4,18.3,16.5,06037301802
Census Tract 3019.01; Los Angeles County; California,94821,47882.0,0.4098,400,4267,2.41,89,1774,2254,12,0,80,374,1880,06,037,301901,5.0,0.5,0.0,3.5,16.6,9.4,06037301901
Census Tract 3019.02; Los Angeles County; California,92903,38005.0,0.3819,420,3279,3.03,62,1046,1227,0,0,0,285,942,06,037,301902,5.9,0.0,0.0,0.0,23.2,12.8,06037301902
Census Tract 3020.02; Los Angeles County; California,52713,31783.0,0.537,1198,3944,2.15,291,1810,1820,107,7,94,204,1616,06,037,302002,16.1,5.9,0.4,5.2,11.2,30.4,06037302002
Census Tract 3020.03; Los Angeles County; California,61467,30502.0,0.4811,662,3663,2.41,231,1517,1605,8,0,87,253,1352,06,037,302003,15.2,0.5,0.0,5.4,15.8,18.1,06037302003
Census Tract 3020.04; Los Angeles County; California,58333,30007.0,0.4594,801,4055,2.6,284,1562,1834,76,0,16,170,1664,06,037,302004,18.2,4.1,0.0,0.9,9.3,19.8,06037302004
Census Tract 3021.02; Los Angeles County; California,89000,51082.0,0.477,374,5888,2.5,290,2344,2940,13,2,124,484,2456,06,037,302102,12.4,0.4,0.1,4.2,16.5,6.4,06037302102
Census Tract 3021.03; Los Angeles County; California,54884,30449.0,0.4808,1229,5089,2.68,262,1898,2021,32,0,22,159,1862,06,037,302103,13.8,1.6,0.0,1.1,7.9,24.2,06037302103
Census Tract 3021.04; Los Angeles County; California,78728,32660.0,0.3366,247,3662,2.54,136,1391,1911,82,0,17,138,1773,06,037,302104,9.8,4.3,0.0,0.9,7.2,6.7,06037302104
Census Tract 3022.01; Los Angeles County; California,36250,34748.0,0.5449,817,3785,2.1,570,1800,1690,76,8,80,218,1472,06,037,302201,31.7,4.5,0.5,4.7,12.9,21.6,06037302201
Census Tract 3022.02; Los Angeles County; California,50772,25440.0,0.494,1467,5146,2.64,412,1941,2311,265,7,150,268,2043,06,037,302202,21.2,11.5,0.3,6.5,11.6,28.5,06037302202
Census Tract 3023.01; Los Angeles County; California,81111,41470.0,0.5147,492,3656,2.56,267,1374,1686,29,0,76,252,1434,06,037,302301,19.4,1.7,0.0,4.5,14.9,13.5,06037302301
Census Tract 3023.02; Los Angeles County; California,59190,25331.0,0.4562,1138,5487,2.88,331,1829,2389,153,0,137,262,2127,06,037,302302,18.1,6.4,0.0,5.7,11.0,20.7,06037302302
Census Tract 3024.01; Los Angeles County; California,69220,38687.0,0.4672,886,7303,2.63,186,2721,3596,126,0,171,402,3194,06,037,302401,6.8,3.5,0.0,4.8,11.2,12.1,06037302401
Census Tract 3025.03; Los Angeles County; California,46810,28238.0,0.4698,791,3878,2.64,278,1471,1643,0,0,94,366,1277,06,037,302503,18.9,0.0,0.0,5.7,22.3,20.4,06037302503
Census Tract 3025.04; Los Angeles County; California,54200,24929.0,0.438,806,3783,2.78,209,1360,1809,189,0,179,208,1601,06,037,302504,15.4,10.4,0.0,9.9,11.5,21.3,06037302504
Census Tract 3025.05; Los Angeles County; California,53333,23481.0,0.4544,758,4281,2.81,270,1416,2115,77,0,39,375,1740,06,037,302505,19.1,3.6,0.0,1.8,17.7,17.7,06037302505
Census Tract 3025.06; Los Angeles County; California,68224,37039.0,0.4944,779,3375,2.74,226,1165,1529,48,0,77,366,1163,06,037,302506,19.4,3.1,0.0,5.0,23.9,23.1,06037302506
Census Tract 3101; Los Angeles County; California,161373,93420.0,0.4891,639,5207,2.72,33,1909,2423,113,0,101,481,1942,06,037,310100,1.7,4.7,0.0,4.2,19.9,12.3,06037310100
Census Tract 3102.01; Los Angeles County; California,92500,51528.0,0.4475,352,5293,2.64,148,2006,2748,13,0,122,310,2438,06,037,310201,7.4,0.5,0.0,4.4,11.3,6.7,06037310201
Census Tract 3102.02; Los Angeles County; California,93590,50285.0,0.48,567,4972,2.67,120,1861,2223,37,0,0,493,1730,06,037,310202,6.4,1.7,0.0,0.0,22.2,11.4,06037310202
Census Tract 3103; Los Angeles County; California,131100,64209.0,0.4026,144,3089,2.74,10,1126,1312,46,0,44,339,973,06,037,310300,0.9,3.5,0.0,3.4,25.8,4.7,06037310300
Census Tract 3104; Los Angeles County; California,105777,47199.0,0.4774,328,3483,2.77,21,1245,1539,0,0,0,336,1203,06,037,310400,1.7,0.0,0.0,0.0,21.8,9.4,06037310400
Census Tract 3105.01; Los Angeles County; California,72337,46506.0,0.5399,637,3725,2.33,176,1598,1941,148,26,74,254,1687,06,037,310501,11.0,7.6,1.3,3.8,13.1,17.1,06037310501
Census Tract 3106.01; Los Angeles County; California,79776,35122.0,0.4092,1165,6584,2.56,223,2501,3422,56,30,43,766,2656,06,037,310601,8.9,1.6,0.9,1.3,22.4,17.7,06037310601
Census Tract 3106.02; Los Angeles County; California,110294,69367.0,0.4934,154,2794,2.4,43,1164,1519,15,0,82,355,1164,06,037,310602,3.7,1.0,0.0,5.4,23.4,5.5,06037310602
Census Tract 3107.01; Los Angeles County; California,20714,29085.0,0.5899,835,2366,2.0,372,1168,712,0,0,73,157,555,06,037,310701,31.8,0.0,0.0,10.3,22.1,35.3,06037310701
Census Tract 3107.03; Los Angeles County; California,70663,33302.0,0.415,355,5030,2.52,222,1994,2378,12,0,0,691,1687,06,037,310703,11.1,0.5,0.0,0.0,29.1,7.1,06037310703
Census Tract 3107.04; Los Angeles County; California,58967,35562.0,0.4543,844,4298,1.88,437,2280,1979,25,0,120,388,1591,06,037,310704,19.2,1.3,0.0,6.1,19.6,19.6,06037310704
Census Tract 3107.05; Los Angeles County; California,33305,35112.0,0.5294,550,2469,1.76,525,1403,1163,144,0,33,417,746,06,037,310705,37.4,12.4,0.0,2.8,35.9,22.3,06037310705
Census Tract 3108; Los Angeles County; California,98179,57546.0,0.5328,604,5718,2.41,192,2341,3403,15,0,18,692,2711,06,037,310800,8.2,0.4,0.0,0.5,20.3,10.6,06037310800
Census Tract 3109; Los Angeles County; California,98870,45401.0,0.3984,443,6892,2.74,77,2498,3455,48,0,62,828,2627,06,037,310900,3.1,1.4,0.0,1.8,24.0,6.4,06037310900
Census Tract 3110; Los Angeles County; California,107361,44677.0,0.4211,592,3940,2.67,88,1473,1959,89,0,13,417,1542,06,037,311000,6.0,4.5,0.0,0.7,21.3,15.0,06037311000
Census Tract 3111; Los Angeles County; California,91963,42270.0,0.4192,617,4147,2.77,57,1493,1992,7,0,30,519,1473,06,037,311100,3.8,0.4,0.0,1.5,26.1,14.9,06037311100
Census Tract 3112; Los Angeles County; California,87996,41624.0,0.399,161,3085,2.44,13,1265,1667,0,0,46,540,1127,06,037,311200,1.0,0.0,0.0,2.8,32.4,5.2,06037311200
Census Tract 3113; Los Angeles County; California,116951,58641.0,0.3698,184,4090,2.46,75,1662,2348,24,0,59,344,2004,06,037,311300,4.5,1.0,0.0,2.5,14.7,4.5,06037311300
Census Tract 3114; Los Angeles County; California,130000,81858.0,0.5004,72,2369,2.35,49,1010,1282,16,0,24,319,963,06,037,311400,4.9,1.2,0.0,1.9,24.9,3.0,06037311400
Census Tract 3115; Los Angeles County; California,125722,62410.0,0.4287,390,6362,2.63,42,2420,3572,36,16,76,1187,2385,06,037,311500,1.7,1.0,0.4,2.1,33.2,6.1,06037311500
Census Tract 3116.01; Los Angeles County; California,94923,55543.0,0.4918,102,2578,3.05,31,825,1062,0,5,121,371,691,06,037,311601,3.8,0.0,0.5,11.4,34.9,4.0,06037311601
Census Tract 3116.02; Los Angeles County; California,80431,71881.0,0.5756,636,4270,1.76,392,2428,2188,43,0,112,511,1677,06,037,311602,16.1,2.0,0.0,5.1,23.4,14.9,06037311602
Census Tract 3117; Los Angeles County; California,120117,64861.0,0.4543,255,6165,2.16,70,2727,3542,0,0,66,1281,2261,06,037,311700,2.6,0.0,0.0,1.9,36.2,4.1,06037311700
Census Tract 3118.01; Los Angeles County; California,73182,39554.0,0.4152,436,2951,2.25,29,1314,1653,84,0,52,384,1269,06,037,311801,2.2,5.1,0.0,3.1,23.2,14.8,06037311801
Census Tract 3118.02; Los Angeles County; California,101875,49088.0,0.4318,222,4512,2.75,94,1638,2625,53,0,87,719,1906,06,037,311802,5.7,2.0,0.0,3.3,27.4,4.9,06037311802
Census Tract 3201.01; Los Angeles County; California,100605,35195.0,0.4081,168,3446,3.62,24,953,1792,65,0,0,66,1726,06,037,320101,2.5,3.6,0.0,0.0,3.7,4.9,06037320101
Census Tract 3201.02; Los Angeles County; California,81515,27834.0,0.455,545,3782,4.08,28,928,1722,25,28,30,122,1600,06,037,320102,3.0,1.5,1.6,1.7,7.1,14.4,06037320102
